GDA	Gda
MAPKAPK3	Mapkapk3
ABCA2	Abca2
MAPKAPK2	Mapkapk2
CNPY4	Cnpy4
ABCA1	Abca1
ABCA4	Abca4
ABCA3	Abca3
ABCA6	Abca6
H2AFB2	H2afb2-ps
H2AFB1	H2al2a
ABCA5	Abca5
TTYH3	Ttyh3
KDELC1	Kdelc1
KDELC2	Kdelc2
TTYH2	Ttyh2
TTYH1	Ttyh1
OR2T33	Olfr314
HIST1H4F	Hist2h4
PRB3	Prh1
ABCB9	Abcb9
ABCB8	Abcb8
IGJ	Igj
JRKL	Jrkl
NR4A2	Nr4a2
NR4A1	Nr4a1
ABCB1	Abcb1a
NR4A3	Nr4a3
ABCB7	Abcb7
ABCB6	Abcb6
S100Z	S100z
CYB561	Cyb561
ABCB5	Abcb5
ABCB4	Abcb4
DNMBP	Dnmbp
CXCL17	Cxcl17
CXCL14	Cxcl14
S100B	S100b
FREM3	Frem3
CXCL13	Cxcl13
FREM2	Frem2
CXCL16	Cxcl16
FREM1	Frem1
HIST1H3B	Hist1h3g
S100G	S100g
HIST1H3H	Hist1h3h
PC	Pcx
CYC1	Cyc1
HR	Hr
HP	Hp
LACE1	Lace1
LRRFIP2	Lrrfip2
LRRFIP1	Lrrfip1
IK	Ik
AVL9	Avl9
CYCS	Cycs
NEK10	Nek10
NEK11	Nek11
PRR20A	4933427D06Rik
TXNRD3	Txnrd3
TXNRD2	Txnrd2
TXNRD1	Txnrd1
LOC285141	4933404M02Rik
EHBP1L1	Ehbp1l1
SLC47A1	Slc47a1
SLC47A2	Slc47a2
HIC1	Hic1
PAIP2B	Paip2b
HIC2	Hic2
MPPE1	Mppe1
LACC1	Lacc1
AVIL	Avil
OLR1	Olr1
KL	Kl
SLX1B	Slx1b
KY	Ky
HID1	Hid1
CYBA	Cyba
ICK	Ick
CYBB	Cybb
ZBED6	Zbed6
ID2	Id2
OXLD1	Oxld1
ZBED5	Zbed5
ID1	Id1
ZBED4	Zbed4
ZBED3	Zbed3
ID4	Id4
ID3	Id3
IQUB	Iqub
OPRD1	Oprd1
PRKN	Park2
HIRA	Hira
TRAPPC2L	Trappc2l
KRTAP20-2	Krtap20-2
TPD52	Tpd52
PRKX	Prkx
NSMAF	Nsmaf
PRLH	Prlh
GTPBP2	Gtpbp2
GTPBP1	Gtpbp1
GTPBP4	Gtpbp4
GTPBP3	Gtpbp3
GTPBP6	Gtpbp6
GTPBP5	Gtpbp5
GTPBP8	Gtpbp8
UNC5CL	Unc5cl
TRAPPC12	Trappc12
TRAPPC11	Trappc11
CATSPER4	Catsper4
TRAPPC13	Trappc13
CATSPER2	Catsper2
CATSPER3	Catsper3
CATSPER1	Catsper1
C14orf1	0610007P14Rik
C14orf2	2010107E04Rik
CATSPERB	Catsperb
CATSPERE	Gm16432
CATSPERD	Catsperd
CATSPERG	Catsperg2
RAB40C	Rab40c
XK	Xk
EPHB3	Ephb3
EPHB4	Ephb4
RAB40B	Rab40b
EPHB1	Ephb1
EPHB2	Ephb2
EPHB6	Ephb6
NGRN	Ngrn
CATSPERZ	Catsperz
SLC31A2	Slc31a2
SLC31A1	Slc31a1
HIP1	Hip1
C21orf91	D16Ertd472e
RTCD1	Rtcd1
UTS2D	Uts2d
CELSR3	Celsr3
UTS2B	Uts2b
CELSR2	Celsr2
CELSR1	Celsr1
HS1BP3	Hs1bp3
TRAPPC3L	Trappc3l
EPHA1	Epha1
EPHA2	Epha2
EPHA3	Epha3
EPHA5	Epha5
EPHA4	Epha4
OR12D2	Olfr102
EPHA7	Epha7
EPHA6	Epha6
OR12D3	Olfr109
TCTA	Tcta
EPHA8	Epha8
BEGAIN	Begain
UTS2R	Uts2r
GHSR	Ghsr
C21orf63	4931408A02Rik
C21orf62	4932438H23Rik
CDCP1	Cdcp1
TAS1R3	Tas1r3
TAS1R1	Tas1r1
TAS1R2	Tas1r2
CDCP2	Cdcp2
EFHD2	Efhd2
TRAPPC6A	Trappc6a
EFHD1	Efhd1
C21orf58	2610028H24Rik
C21orf59	1110004E09Rik
C21orf56	1700027D21Rik
TRAPPC6B	Trappc6b
PATE1	Gm17252
PRG3	Prg3
PRG4	Prg4
PRG2	Prg2
MBD6	Mbd6
MBD5	Mbd5
MBD4	Mbd4
MBD3	Mbd3
MBD2	Mbd2
MBD1	Mbd1
KCNA10	Kcna10
EFHC2	Efhc2
BSND	Bsnd
STYK1	Styk1
EFHC1	Efhc1
MB21D1	Mb21d1
MB21D2	Mb21d2
PLA2G7	Pla2g7
RPS4Y1	Rps4x
PLA2G6	Pla2g6
PATE3	Pate3
PLA2G3	Pla2g3
PATE2	Pate2
PLA2G5	Pla2g5
PATE4	Pate4
TG	Tg
TF	Trf
PREP	Prep
PRF1	Prf1
TH	Th
TXLNG	Txlng
PTRHD1	Ptrhd1
TPCN1	Tpcn1
TPCN2	Tpcn2
C21orf33	D10Jhu81e
APBA3	Apba3
APBA2	Apba2
APBA1	Apba1
MOGAT2	Mogat2
MOGAT1	Mogat1
SI	Sis
BIRC7	Birc7
BIRC6	Birc6
BIRC5	Birc5
BIRC3	Birc3
BIRC2	Birc2
HYI	Hyi
PREB	Preb
EFHA1	Efha1
TMTC1	Tmtc1
TMTC3	Tmtc3
EFHA2	Efha2
APBB3	Apbb3
TMTC2	Tmtc2
APBB2	Apbb2
APBB1	Apbb1
TMTC4	Tmtc4
SLC22A17	Slc22a17
SLC22A16	Slc22a16
PLXNA3	Plxna3
PLXNA4	Plxna4
SLC22A18	Slc22a18
PLXNA1	Plxna1
SLC22A13	Slc22a13
SLC22A12	Slc22a12
PLXNA2	Plxna2
SLC22A15	Slc22a15
PRTG	Prtg
SLC22A14	Slc22a14
PXDC1	Pxdc1
SLC22A10	Slc22a19
MBIP	Mbip
GHRHR	Ghrhr
ARL11	Arl11
ARL10	Arl10
ARL15	Arl15
KIAA1984	4921530D09Rik
ARL14	Arl14
OMA1	Oma1
PLXNB1	Plxnb1
SLC22A24	Slc22a30
PLXNB2	Plxnb2
PLXNB3	Plxnb3
SLC22A23	Slc22a23
MRGPRD	Mrgprd
HRK	Hrk
MRGPRE	Mrgpre
SLC22A20	Slc22a20
ARL16	Arl16
MRGPRF	Mrgprf
MRGPRG	Mrgprg
TCN2	Tcn2
SRCRB4D	Srcrb4d
NRSN2	Nrsn2
NRSN1	Nrsn1
PLXNC1	Plxnc1
CAGE1	Cage1
ADCYAP1R1	Adcyap1r1
PEAK1	Peak1
RABGAP1L	Rabgap1l
TCL1A	Tcl1
TCL1B	Tcl1b4
COMMD9	Commd9
COMMD8	Commd8
PRR7	Prr7
PRR5	Prr5
MTCH2	Mtch2
PRR3	Prr3
MTCH1	Mtch1
PLXND1	Plxnd1
PRR9	Prr9
A2LD1	A2ld1
HTT	Htt
PABPC1L2B	Pabpc1l2b-ps
MUSTN1	Mustn1
AWAT2	Awat2
AWAT1	Awat1
ODF3L1	Odf3l1
TROAP	Troap
DNMT1	Dnmt1
ODF3L2	Odf3l2
SLC5A3	Slc5a3
UQCRC2	Uqcrc2
SLC5A2	Slc5a2
PRPH	Prph
SLC5A5	Slc5a5
SLC5A4	Slc5a4a
UQCRC1	Uqcrc1
SLC5A1	Slc5a1
IGFBP7	Igfbp7
SORL1	Sorl1
IGFBP6	Igfbp6
PPIP5K2	Ppip5k2
PPIP5K1	Ppip5k1
PROZ	Proz
SRD5A3	Srd5a3
SRD5A1	Srd5a1
SRD5A2	Srd5a2
HPD	Hpd
IRGM	Irgm1
IRGC	Irgc1
PROC	Proc
GHRH	Ghrh
COMMD3	Commd3
GHRL	Ghrl
COMMD2	Commd2
COMMD1	Commd1
NGFR	Ngfr
IRGQ	Irgq
ZADH2	Zadh2
PRNP	Prnp
COMMD7	Commd7
COMMD6	Commd6
COMMD5	Commd5
COMMD4	Commd4
MBL2	Mbl2
PRND	Prnd
DTNBP1	Dtnbp1
PATL1	Patl1
PATL2	Patl2
MTCL1	Mtcl1
HRG	Hrg
PLA2R1	Pla2r1
IRG1	Irg1
HRC	Hrc
NGEF	Ngef
TCP1	Tcp1
HPN	Hpn
HPR	Hp
CYSTM1	0610010O12Rik
IRF9	Irf9
PRM3	Prm3
IRF5	Irf5
PRLR	Prlr
HPX	Hpx
IRF6	Irf6
IRF7	Irf7
IRF8	Irf8
SLC5A8	Slc5a8
IRF1	Irf1
NGDN	Ngdn
IRF2	Irf2
SLC5A9	Slc5a9
PRM1	Prm1
IRF3	Irf3
SLC5A6	Slc5a6
PRM2	Prm2
IRF4	Irf4
IGFBP1	Igfbp1
SLC5A7	Slc5a7
IGFBP2	Igfbp2
IGFBP3	Igfbp3
IGFBP4	Igfbp4
IGFBP5	Igfbp5
XRCC5	Xrcc5
XRCC4	Xrcc4
XRCC3	Xrcc3
XRCC2	Xrcc2
PEAR1	Pear1
PLEKHM3	Plekhm3
PLEKHM2	Plekhm2
PLEKHM1	Plekhm1
XRCC6	Xrcc6
PNISR	Pnisr
XRCC1	Xrcc1
ANKLE2	Ankle2
NMRK1	Nmrk1
ANKLE1	Ankle1
NMRK2	Nmrk2
MAGED1	Maged1
CDCA8	Cdca8
CDCA7	Cdca7
NKPD1	Nkpd1
CDCA2	Cdca2
CDCA5	Cdca5
CDCA4	Cdca4
CDCA3	Cdca3
WNT10A	Wnt10a
WNT10B	Wnt10b
KIAA1804	BC021891
MAGED2	Maged2
PDCD1LG2	Pdcd1lg2
MAGEE2	Magee2
MAGEE1	Magee1
GGACT	Ggact
ATPIF1	Atpif1
CD226	Cd226
LY6G6D	Ly6g6d
GGCX	Ggcx
LY6G6F	Ly6g6f
MGAT5B	Mgat5b
GGCT	Ggct
LY6G6C	Ly6g6c
HMGCS1	Hmgcs1
NIFK	Nifk
DAAM1	Daam1
DAAM2	Daam2
DIDO1	Dido1
HADHA	Hadha
HADHB	Hadhb
ADCYAP1	Adcyap1
ADRB3	Adrb3
OR56B4	Olfr688
OR56B1	Olfr657
TCF4	Tcf4
TCF3	Tcf3
PPPDE1	Pppde1
PPPDE2	Pppde2
MGAT4B	Mgat4b
MGAT4A	Mgat4a
TCF7	Tcf7
LY6G5C	Ly6g5c
PLEKHJ1	Plekhj1
LY6G5B	Ly6g5b
MGAT4D	Mgat4d
MGAT4C	Mgat4c
MAGEB2	Mageb4
MAGEB4	Mageb4
MAGEB5	Mageb5
MAGEB6	Mageb17-ps
OR56A3	Olfr681
OR56A4	Olfr684
CD207	Cd207
HMGCS2	Hmgcs2
CD200	Cd200
OR56A5	Olfr683
DFNB31	Whrn
CREG2	Creg2
CREG1	Creg1
MAGEH1	Mageh1
SCN10A	Scn10a
TCHH	Tchh
KIAA1841	0610010F05Rik
MCUB	Mcub
PLEKHH1	Plekhh1
JMY	Jmy
PLEKHH3	Plekhh3
PLEKHH2	Plekhh2
UNC80	Unc80
TCHP	Tchp
SCN11A	Scn11a
KANSL1L	Kansl1l
PLEKHG4	Plekhg4
PLEKHG3	Plekhg3
UNC79	Unc79
PLEKHG2	Plekhg2
PLEKHG1	Plekhg1
PLEKHG6	Plekhg6
PLEKHG5	Plekhg5
BUB1	Bub1
DFNB59	Dfnb59
BUB3	Bub3
CPT1C	Cpt1c
CPT1B	Cpt1b
VTA1	Vta1
NID1	Nid1
NID2	Nid2
CPT1A	Cpt1a
PLEKHF1	Plekhf1
PLEKHF2	Plekhf2
NR5A2	Nr5a2
NR5A1	Nr5a1
IMPAD1	Impad1
RNASEL	Rnasel
RNASEK	Rnasek
SLC6A20	Slc6a20a
IMPACT	Impact
BTRC	Btrc
UNC50	Unc50
CEP295NL	Cep295nl
ROMO1	Romo1
ST3GAL1	St3gal1
ST3GAL3	St3gal3
UQCR10	Uqcr10
UQCR11	Uqcr11
ST3GAL2	St3gal2
ST3GAL5	St3gal5
RNASE9	Rnase9
SMARCD2	Smarcd2
UNC5B	Unc5b
SMARCD3	Smarcd3
ST3GAL4	St3gal4
UNC5A	Unc5a
ST3GAL6	St3gal6
LIX1L	Lix1l
SMARCD1	Smarcd1
AKR7A2	Akr7a5
UNC5D	Unc5d
UNC5C	Unc5c
IRS4	Irs4
IRS2	Irs2
NEIL3	Neil3
NEIL2	Neil2
PSD3	Psd3
NEIL1	Neil1
CORO6	Coro6
PSD4	Psd4
CORO7	Coro7
GTSF1L	Gtsf1l
PSD2	Psd2
IRS1	Irs1
HHEX	Hhex
SMARCE1	Smarce1
LCLAT1	Lclat1
PSCA	Psca
ACTL10	Actl10
UGGT2	Uggt2
UGGT1	Uggt1
AFTPH	Aftph
NTMT1	Ntmt1
PLEKHS1	Plekhs1
HERPUD1	Herpud1
CCPG1	Ccpg1
SLC6A11	Slc6a11
HDDC2	Hddc2
SLC6A12	Slc6a12
FABP12	Fabp12
SLC6A13	Slc6a13
ARMC3	Armc3
SLC6A14	Slc6a14
ARMC4	Armc4
SLC6A15	Slc6a15
HDDC3	Hddc3
SLC6A16	Slc6a16
ARMC5	Armc5
ARMC6	Armc6
SLC6A17	Slc6a17
SLC6A18	Slc6a18
SLC6A19	Slc6a19
HERPUD2	Herpud2
LOC730159	4930469G21Rik
ARMC1	Armc1
ARMC2	Armc2
TRNT1	Trnt1
ARMC8	Armc8
ARMC7	Armc7
ARMC9	Armc9
CFDP1	Cfdp1
TPSAB1	Tpsab1
MERTK	Mertk
CYB5R3	Cyb5r3
CYB5R4	Cyb5r4
CYB5R1	Cyb5r1
CYB5R2	Cyb5r2
CORIN	Corin
FRG2C	AA415398
FIGNL1	Fignl1
TENC1	Tenc1
RAB3IP	Rab3ip
CDC42	Cdc42
HMOX2	Hmox2
CDC45	Cdc45
RASL10A	Rasl10a
HMOX1	Hmox1
RASL10B	Rasl10b
FIGNL2	Fignl2
EBAG9	Ebag9
PCYOX1L	Pcyox1l
MCEMP1	Mcemp1
CYB5RL	Cyb5rl
CDC5L	Cdc5l
FCAMR	Fcamr
ADRB2	Adrb2
ADRB1	Adrb1
CPSF7	Cpsf7
HHAT	Hhat
CPSF6	Cpsf6
CPSF4	Cpsf4
CPSF3	Cpsf3
CPSF2	Cpsf2
TRAPPC10	Trappc10
CPSF1	Cpsf1
IRX4	Irx4
ABLIM1	Ablim1
ABLIM2	Ablim2
IRX3	Irx3
IRX6	Irx6
IRX5	Irx5
TCAP	Tcap
ABLIM3	Ablim3
IRX2	Irx2
IRX1	Irx1
CDC73	Cdc73
PLEKHO1	Plekho1
DMGDH	Dmgdh
PLEKHO2	Plekho2
RNASE1	Rnase1
RNASE2	Ear11
TRNP1	Trnp1
CREB3	Creb3
RNASE3	Ear6
RNASE4	Rnase4
PSAP	Psap
CREB1	Creb1
RNASE6	Rnase6
CREB5	Creb5
POLR3GL	Polr3gl
VSX2	Vsx2
VSX1	Vsx1
RASL11B	Rasl11b
RASL11A	Rasl11a
APAF1	Apaf1
PLEKHN1	Plekhn1
GGA1	Gga1
GGA2	Gga2
GGA3	Gga3
CALHM1	Calhm1
CALHM2	Calhm2
OR1E1	Olfr23
RNF217	Rnf217
GGT1	Ggt1
RNF216	Rnf216
CDC16	Cdc16
RNF215	Rnf215
RNF214	Rnf214
DNASE1L2	Dnase1l2
RNF213	Rnf213
CD2AP	Cd2ap
DNASE1L3	Dnase1l3
RNF212	Rnf212
DNASE1L1	Dnase1l1
RBM8A	Rbm8a
8-Mar	8-Mar
RNF219	Rnf219
TMUB1	Tmub1
BCL7A	Bcl7a
PITX3	Pitx3
BCL7C	Bcl7c
TMUB2	Tmub2
PITX1	Pitx1
PITX2	Pitx2
BCL7B	Bcl7b
RNF220	Rnf220
TC2N	Tc2n
RNF223	Rnf223
TBR1	Tbr1
RNF222	Rnf222
ALDH16A1	Aldh16a1
RNF225	Rnf225
RNF224	Rnf224
ACTL7A	Actl7a
XXYLT1	Xxylt1
ACTL7B	Actl7b
HHLA1	Hhla1
OR13F1	Olfr275
OR13G1	Olfr309
PFKFB4	Pfkfb4
PFKFB3	Pfkfb3
PFKFB2	Pfkfb2
PFKFB1	Pfkfb1
CDC34	Cdc34
CDC37	Cdc37
SLC32A1	Slc32a1
TCTEX1D1	Tctex1d1
GALNS	Galns
CDC40	Cdc40
TCTEX1D2	Tctex1d2
TCTEX1D4	Tctex1d4
LOC728637	4930404A10Rik
OSBPL5	Osbpl5
OSBPL2	Osbpl2
OSBPL3	Osbpl3
OSBPL8	Osbpl8
OSBPL9	Osbpl9
OSBPL6	Osbpl6
OSBPL7	Osbpl7
MCAT	Mcat
SMYD3	Smyd3
CDC23	Cdc23
SMYD4	Smyd4
SMYD1	Smyd1
CDC20	Cdc20
DONSON	Donson
SMYD2	Smyd2
MCAM	Mcam
CDC26	Cdc26
ABCG4	Abcg4
CDC27	Cdc27
ABCG1	Abcg1
ABCG2	Abcg2
BTLA	Btla
ABCG8	Abcg8
GGT5	Ggt5
GGT6	Ggt6
GGT7	Ggt7
ABCG5	Abcg5
SMYD5	Smyd5
DZIP1L	Dzip1l
BCL6B	Bcl6b
JAZF1	Jazf1
SLC46A3	Slc46a3
SLC46A1	Slc46a1
SLC46A2	Slc46a2
ABCF1	Abcf1
MTRNR2L7	Gm20594
SCHIP1	Schip1
TAS2R1	Tas2r119
ABCF3	Abcf3
ABCF2	Abcf2
TAS2R4	Tas2r108
OR1A1	Olfr43
TAS2R3	Tas2r137
TRMT1	Trmt1
RNGTT	Rngtt
FERD3L	Ferd3l
RBM4B	Rbm4b
TRMT6	Trmt6
MCEE	Mcee
OR13A1	Olfr211
TRMT5	Trmt5
RBM47	Rbm47
TAS2R7	Tas2r130
RBM48	Rbm48
HHIP	Hhip
EMC10	Emc10
ABCE1	Abce1
RBM42	Rbm42
RBM41	Rbm41
RBM44	Rbm44
RBM43	Rbm43
FLOT2	Flot2
RBM46	Rbm46
RBM45	Rbm45
FLOT1	Flot1
RASIP1	Rasip1
CYB5A	Cyb5a
CYB5B	Cyb5b
RBM38	Rbm38
RBM39	Rbm39
NHP2	Nhp2
RBM34	Rbm34
OR1C1	Olfr1378
RBM33	Rbm33
ABCD1	Abcd1
WI2-2373I1.2	Gm5294
WTIP	Wtip
PDAP1	Pdap1
GALK2	Galk2
OR13C4	Olfr273
CYLD	Cyld
GALK1	Galk1
OR13C3	Olfr273
ABCD2	Abcd2
ACTL6B	Actl6b
ABCD3	Abcd3
BCL9L	Bcl9l
ACTL6A	Actl6a
ABCD4	Abcd4
UGT8	Ugt8a
RBM27	Rbm27
RBM28	Rbm28
OR13C8	Olfr272
RBM25	Rbm25
RBM26	Rbm26
RBM22	Rbm22
TBX6	Tbx6
OR1B1	Olfr362
RBM24	Rbm24
SCP2D1	Scp2d1
TBX3	Tbx3
MCF2	Mcf2
TBX2	Tbx2
TBX5	Tbx5
RBM20	Rbm20
TBX4	Tbx4
TBX1	Tbx1
IYD	Iyd
TENM4	Tenm4
ABCC9	Abcc9
TENM1	Tenm1
TENM2	Tenm2
TENM3	Tenm3
OR13D1	Olfr270
ABCC3	Abcc3
RBM18	Rbm18
ABCC4	Abcc4
RBM19	Rbm19
ABCC1	Abcc1
ABCC2	Abcc2
RBM14	Rbm14
ABCC8	Abcc8
RBM15	Rbm15
ABCC5	Abcc5
ABCC6	Abcc6
RBM17	Rbm17
SHTN1	Shtn1
PSTK	Pstk
SLC6A1	Slc6a1
SLC6A2	Slc6a2
TBK1	Tbk1
SLC6A3	Slc6a3
SLC6A4	Slc6a4
ABHD17C	Abhd17c
AADACL2	Aadacl2
AADACL3	Aadacl3
ZMYM6NB	Gm12942
RBM10	Rbm10
RBM11	Rbm11
RBM12	Rbm12
MAGEL2	Magel2
SGOL2	Sgol2
SGOL1	Sgol1
ABHD16B	Abhd16b
PSMA2	Psma2
ADRM1	Adrm1
ISCU	Iscu
PSMA1	Psma1
ABHD17B	Abhd17b
ABHD17A	Abhd17a
PSMA6	Psma6
PSMA5	Psma5
PSMA4	Psma4
VSIR	Vsir
PSMA3	Psma3
MCL1	Mcl1
B9D1	B9d1
B9D2	B9d2
PSMA7	Psma7
PSMA8	Psma8
CMPK1	Cmpk1
CMPK2	Cmpk2
PSMB5	Psmb5
PSMB4	Psmb4
PSMB7	Psmb7
PSMB6	Psmb6
ABHD16A	Abhd16a
PSMB1	Psmb1
IVD	Ivd
PSMB3	Psmb3
PSMB2	Psmb2
BTF3	Btf3
CLASP1	Clasp1
CLASP2	Clasp2
IVL	Ivl
ITK	Itk
TBL3	Tbl3
TBL2	Tbl2
EPHX4	Ephx4
EPHX3	Ephx3
CD276	Cd276
EPHX2	Ephx2
EPHX1	Ephx1
ABHD14A	Abhd14a
ABHD14B	Abhd14b
MALT1	Malt1
PSMB8	Psmb8
RAB33A	Rab33a
RAB33B	Rab33b
PSMB9	Psmb9
PSMC6	Psmc6
PSMC5	Psmc5
PSMC4	Psmc4
PSMC3	Psmc3
PSMC2	Psmc2
PLAC8L1	Plac8l1
CD274	Cd274
PSMC1	Psmc1
COQ10B	Coq10b
COQ10A	Coq10a
ATG16L1	Atg16l1
ATG16L2	Atg16l2
ISX	Isx
SULT2B1	Sult2b1
PSPH	Psph
BUD31	Bud31
MCM9	Mcm9
MCM8	Mcm8
MCM7	Mcm7
SETMAR	Setmar
PSMD1	Psmd1
KLK12	Klk12
PSMD2	Psmd2
ATP8B1	Atp8b1
PSMD3	Psmd3
ATP8B2	Atp8b2
KLK11	Klk11
PSMD4	Psmd4
KLK10	Klk10
PSMD5	Psmd5
CYS1	Cys1
PSMD6	Psmd6
KLK15	Klk15
DUS1L	Dus1l
PSMD7	Psmd7
KLK14	Klk14
ATP8B3	Atp8b3
PSMD8	Psmd8
ATP8B4	Atp8b4
KLK13	Klk13
PSMD9	Psmd9
ABHD12B	Abhd12b
RAB39B	Rab39b
SULT2A1	Sult2a1
RAB39A	Rab39
MMEL1	Mmel1
PEBP4	Pebp4
IGFALS	Igfals
MCM2	Mcm2
MCM3	Mcm3
MCM4	Mcm4
MCM5	Mcm5
MCM6	Mcm6
BUD23	Wbscr22
PSME1	Psme1
BTG2	Btg2
PSME2	Psme2
BTG1	Btg1
BTG4	Btg4
BTG3	Btg3
PEBP1	Pebp1
RTDR1	Rtdr1
PSME3	Psme3
PSME4	Psme4
OR13J1	Olfr71
DUS2L	Dus2l
NANOS3	Nanos3
CD244	Cd244
CD248	Cd248
NANOS2	Nanos2
NANOS1	Nanos1
CD247	Cd247
CYTB	CYTB
PSMF1	Psmf1
BUD13	Bud13
LACTB	Lactb
DUS3L	Dus3l
IPP	Ipp
DNM1L	Dnm1l
AKIP1	Akip1
RACGAP1	Racgap1
MGST3	Mgst3
PSMG3	Psmg3
PSPN	Pspn
PSMG4	Psmg4
PSMG1	Psmg1
SLC6A9	Slc6a9
PSMG2	Psmg2
SLC6A7	Slc6a7
CLASRP	Clasrp
SLC6A8	Slc6a8
SLC6A5	Slc6a5
SLC6A6	Slc6a6
ATP8A2	Atp8a2
DUS4L	Dus4l
CYB5D2	Cyb5d2
CYB5D1	Cyb5d1
MGST1	Mgst1
ATP8A1	Atp8a1
MGST2	Mgst2
MCRIP1	Fam195b
MCRIP2	Fam195a
BTD	Btd
VPS54	Vps54
BTC	Btc
VPS52	Vps52
VPS53	Vps53
VPS50	Vps50
VPS51	Vps51
WTAP	Wtap
USP51	Usp51
USP50	Usp50
BTK	Btk
BSX	Bsx
MPIG6B	G6b
USP53	Usp53
USP54	Usp54
FOXF1	Foxf1
FOXF2	Foxf2
VPS4B	Vps4b
VPS4A	Vps4a
VNN1	Vnn1
VNN3	Vnn3
BSG	Bsg
OR5R1	Olfr1038-ps
GATM	Gatm
C4A	C4a
VPS45	Vps45
BSN	Bsn
VPS41	Vps41
MIIP	Miip
MARK3	Mark3
MARK4	Mark4
PTPDC1	Ptpdc1
MARK1	Mark1
MARK2	Mark2
FAAP100	Faap100
FOXG1	Foxg1
IL36B	Il1f8
GATB	Gatb
IL36A	Il1f6
GATC	Gatc
HACL1	Hacl1
IL36G	Il1f9
SERF1A	Serf1
SERF1B	Serf1
GAST	Gast
VPS72	Vps72
FOXH1	Foxh1
KLKB1	Klkb1
UPK1A	Upk1a
UPK1B	Upk1b
ISY1	Isy1
ARNTL2	Arntl2
ACER3	Acer3
OR5P3	Olfr508
OR5P2	Olfr502
ACER2	Acer2
ACER1	Acer1
KIAA0664	1300001I01Rik
GARS	Gars
UPK3B	Upk3b
GAS2	Gas2
GAS1	Gas1
UPK3A	Upk3a
GAS8	Gas8
GAS7	Gas7
GAS6	Gas6
GART	Gart
FOXI2	Foxi2
FOXI3	Foxi3
PKP1	Pkp1
PKP2	Pkp2
PKP3	Pkp3
PKP4	Pkp4
FOXI1	Foxi1
CYP2C19	Cyp2c65
FOXA2	Foxa2
GAR1	Gar1
FOXA3	Foxa3
SCIMP	Scimp
USP19	Usp19
USP18	Usp18
USP12	Usp12
USP11	Usp11
USP10	Usp10
FOXB2	Foxb2
FOXB1	Foxb1
USP16	Usp16
USP15	Usp15
TARSL2	Tarsl2
USP14	Usp14
USP13	Usp13
NICN1	Nicn1
GAPT	Gapt
APCS	Apcs
EGFL7	Egfl7
EGFL6	Egfl6
CPXM2	Cpxm2
C8G	C8g
USP29	Usp29
C8A	C8a
USP28	Usp28
C8B	C8b
NAALAD2	Naalad2
OR5V1	Olfr110
AS3MT	As3mt
CPXM1	Cpxm1
USP21	Usp21
USP20	Usp20
FOXC2	Foxc2
FOXC1	Foxc1
EGFL8	Egfl8
USP22	Usp22
DOLPP1	Dolpp1
USP25	Usp25
USP24	Usp24
USP26	Usp26
MIDN	Midn
USP30	Usp30
APC2	Apc2
SKIV2L	Skiv2l
NECAB3	Necab3
NECAB2	Necab2
TACO1	Taco1
NECAB1	Necab1
USP39	Usp39
USP38	Usp38
USP37	Usp37
MARS2	Mars2
USP36	Usp36
USP35	Usp35
FOXD2	Foxd2
USP34	Usp34
USP33	Usp33
FOXD1	Foxd1
FOXD4	Foxd4
FEN1	Fen1
USP32	Usp32
FOXD3	Foxd3
USP31	Usp31
TXNL4B	Txnl4b
USP40	Usp40
MID1	Mid1
OR5T2	Olfr1086
OR5T3	Olfr1093
MID2	Mid2
PLSCR1	Plscr1
PLSCR4	Plscr4
GANC	Ganc
PLSCR5	Plscr5
PLSCR2	Plscr2
IST1	Ist1
PLSCR3	Plscr3
USP47	Usp47
FOXE1	Foxe1
USP46	Usp46
USP49	Usp49
GAMT	Gamt
USP48	Usp48
ATP6AP1L	Atp6ap1l
USP43	Usp43
USP42	Usp42
USP45	Usp45
FOXE3	Foxe3
USP44	Usp44
TXNL4A	Txnl4a
MICB	Mill2
NFXL1	Nfxl1
MINOS1	Minos1
MARCO	Marco
GPR89B	Gpr89
OPLAH	Oplah
IL15RA	Il15ra
GPR89A	Gpr89
API5	Api5
PKIG	Pkig
9-Mar	9-Mar
PKIB	Pkib
TACC3	Tacc3
PKIA	Pkia
TACC1	Tacc1
KRTAP26-1	Krtap26-1
TACC2	Tacc2
GPALPP1	Gpalpp1
MIB1	Mib1
MARC1	Marc1
DTWD1	Dtwd1
SYCP3	Sycp3
ARRB2	Arrb2
MARC2	Marc2
DTWD2	Dtwd2
ARRB1	Arrb1
MIB2	Mib2
SNTG1	Sntg1
SNTG2	Sntg2
HACD3	Hacd3
ADORA2B	Adora2b
HACD2	Hacd2
ADORA2A	Adora2a
HACD4	Hacd4
BMPR2	Bmpr2
HACD1	Hacd1
SYCP2	Sycp2
SYCP1	Sycp1
FBXW9	Fbxw9
MIA2	Mia2
FBXW7	Fbxw7
MIA3	Mia3
FBXW8	Fbxw8
FBXW5	Fbxw5
MARF1	Marf1
TDRKH	Tdrkh
FBXW4	Fbxw4
FBXW2	Fbxw2
AUTS2	Auts2
SEC11C	Sec11c
SEC11A	Sec11a
FOXA1	Foxa1
SPPL2B	Sppl2b
HACE1	Hace1
SPPL2A	Sppl2a
GTF2A1L	Gtf2a1l
